0
0
0
0.74
0.74
0.74
0.74
0.74
0.74
0.74
6.13
12.28
16.9
16.9
21.53
27.68
29.68
30.45
30.45
31.98
31.98
33.5
37.64
39.17
40.19
41.74
43.74
47.59
51.38
53.7
55.07
55.84
56.6
59.76
59.76
60.53
60.53
61.28
61.28
